"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",35,"Walt Aikens",24,"s",16,5,205,"6-1","Liberty","6/19/1991","1",2,"Miami Dolphins / 4th / 125th pick / 2014","$613,977"
"2",33,"Jay Ajayi",22,"",9,0,216,"6-0","Boise St.","6/15/1993","Rook",2,"Miami Dolphins / 5th / 149th pick / 2015","$435,144"
"3",76,"Branden Albert*",31,"LT",14,14,315,"6-7","Virginia","11/4/1984","7",9,"Kansas City Chiefs / 1st / 15th pick / 2008","$10,725,000"
"4",30,"Zackary Bowman",31,"",10,0,197,"6-1","Nebraska","11/18/1984","7",1,"Chicago Bears / 5th / 142nd pick / 2008","$665,000"
"5",65,"Sam Brenner",25,"",3,0,301,"6-2","Utah","4/27/1990","2",0,"",""
"6",84,"Jordan Cameron",27,"TE",16,16,244,"6-5","USC","8/7/1988","4",3,"Cleveland Browns / 4th / 102nd pick / 2011","$4,562,500"
"7",62,"Deandre Coleman",24,"",4,0,314,"6-5","California","1/27/1991","1",0,"",""
"8",98,"Quinton Coples",25,"",6,0,284,"6-6","North Carolina","6/22/1990","3",0,"New York Jets / 1st / 16th pick / 2012",""
"9",4,"Matt Darr",23,"",16,0,220,"6-1","Tennnessee","7/2/1992","Rook",3,"","$435,333"
"10",92,"John Denney",37,"",16,0,275,"6-5","BYU","12/13/1978","10",1,"","$1,180,000"
"11",75,"Jamil Douglas",23,"rg",16,6,307,"6-4","Arizona St.","2/28/1992","Rook",3,"Miami Dolphins / 4th / 114th pick / 2015","$564,641"
"12",78,"Terrence Fede",24,"",15,0,267,"6-4","Marist","11/19/1991","1",1,"Miami Dolphins / 7th / 234th pick / 2014","$523,988"
"13",74,"Jason Fox",27,"RT",15,11,299,"6-6","Miami (FL)","5/2/1988","5",5,"Detroit Lions / 4th / 128th pick / 2010","$957,500"
"14",96,"A.J. Francis",25,"",1,0,309,"6-5","Maryland","5/7/1990","2",0,"","$530,000"
"15",3,"Andrew Franks",22,"",16,0,205,"6-1","Rensselaer Polytechnic Institute","1/11/1993","Rook",3,"","$435,000"
"16",27,"Shamiel Gary",25,"lb",6,1,205,"6-0","Oklahoma St.","5/31/1990","1",1,"",""
"17",29,"Jonas Gray",25,"",6,0,223,"5-9","Notre Dame","6/27/1990","3",1,"",""
"18",21,"Brent Grimes*",32,"CB",15,15,180,"5-10","Shippensburg","7/19/1983","8",8,"","$1,000,000"
"19",83,"Matt Hazel",23,"wr",5,1,198,"6-1","Coastal Carolina","1/23/1992","1",0,"Miami Dolphins / 6th / 190th pick / 2014","$435,000"
"20",46,"Neville Hewitt",22,"lb",16,2,235,"6-2","Georgia Military College; Marshall","4/6/1993","Rook",2,"","$435,333"
"21",45,"Mike Hull",21,"",3,0,232,"6-0","","5/25/1994","Rook",0,"",""
"22",70,"Ja'Wuan James",23,"rt",7,7,311,"6-6","Tennessee","6/3/1992","1",3,"Miami Dolphins / 1st / 19th pick / 2014","$1,915,545"
"23",27,"LaMichael James",26,"",1,0,190,"5-8","Oregon","10/22/1989","3",0,"San Francisco 49ers / 2nd / 61st pick / 2012",""
"24",53,"Jelani Jenkins",23,"LB",13,13,243,"6-0","Florida","3/13/1992","2",6,"Miami Dolphins / 4th / 104th pick / 2013","$703,172"
"25",85,"Greg Jennings",32,"wr",16,5,195,"5-11","West. Michigan","9/21/1983","9",1,"Green Bay Packers / 2nd / 52nd pick / 2006","$2,500,000"
"26",68,"Ulrick John",23,"",2,0,288,"6-5","Georgia St.","5/20/1992","1",0,"Indianapolis Colts / 7th / 232nd pick / 2014",""
"27",56,"James-Michael Johnson",26,"",2,0,241,"6-1","Nevada","8/20/1989","3",0,"Cleveland Browns / 4th / 120th pick / 2012",""
"28",20,"Reshad Jones*",27,"S",16,16,215,"6-2","Georgia","2/25/1988","5",9,"Miami Dolphins / 5th / 163rd pick / 2010","$7,712,942"
"29",32,"Jordan Kovacs",25,"",11,0,205,"5-10","Michigan","6/12/1990","2",1,"","$605,000"
"30",14,"Jarvis Landry*",23,"WR",16,14,205,"6-0","LSU","11/28/1992","1",9,"Miami Dolphins / 2nd / 63rd pick / 2014","$789,753"
"31",72,"Jeff Linkenbach",28,"",9,0,303,"6-6","Cincinnati","6/9/1987","5",1,"","$635,000"
"32",36,"Tony Lippett",23,"",9,0,192,"6-3","Michigan St.","7/2/1992","Rook",0,"Miami Dolphins / 5th / 156th pick / 2015","$488,690"
"33",18,"Rishard Matthews",26,"WR",11,11,212,"6-0","Nevada","10/12/1989","3",5,"Miami Dolphins / 7th / 227th pick / 2012","$673,403"
"34",28,"Bobby McCain",22,"cb",16,4,192,"5-10","Memphis","8/18/1993","Rook",2,"Miami Dolphins / 5th / 145th pick / 2015","$492,072"
"35",24,"Brice McCain",29,"CB",14,10,185,"5-9","Utah","12/10/1986","6",4,"Houston Texans / 6th / 188th pick / 2009","$2,000,000"
"36",58,"Chris McCain",24,"",9,0,224,"6-5","California","11/21/1991","1",1,"","$510,000"
"37",66,"Jacques McClendon",28,"",3,0,324,"6-3","Tennessee","12/10/1987","5",0,"Indianapolis Colts / 4th / 129th pick / 2010",""
"38",26,"Lamar Miller",24,"RB",16,16,215,"5-11","Miami (FL)","4/25/1991","3",7,"Miami Dolphins / 4th / 97th pick / 2012","$1,663,500"
"39",55,"Koa Misi",28,"LB",13,13,244,"6-3","Utah","1/17/1987","5",6,"Miami Dolphins / 2nd / 40th pick / 2010","$4,438,000"
"40",90,"Earl Mitchell",28,"DT",12,12,289,"6-1","Arizona","9/25/1987","5",5,"Houston Texans / 3rd / 81st pick / 2010","$4,500,000"
"41",57,"Damontre Moore",23,"",3,0,250,"6-5","Texas A&M","9/11/1992","2",0,"New York Giants / 3rd / 81st pick / 2013",""
"42",8,"Matt Moore",31,"",1,0,192,"6-3","Oregon St.","8/9/1984","8",0,"","$2,600,000"
"43",94,"C.J. Mosley",32,"",11,0,314,"6-2","Missouri","8/6/1983","10",1,"Minnesota Vikings / 6th / 191st pick / 2005","$665,000"
"44",27,"Raheem Mostert",23,"",1,0,195,"5-11","Purdue","4/9/1992","Rook",0,"","$435,000"
"45",11,"DeVante Parker",22,"wr",15,4,209,"6-3","Louisville","1/20/1993","Rook",3,"Miami Dolphins / 1st / 14th pick / 2015","$1,977,553"
"46",29,"Tyler Patmon",24,"",2,0,179,"5-10","Oklahoma St.","1/26/1991","1",0,"",""
"47",42,"Spencer Paysinger",27,"",14,0,236,"6-2","Oregon","6/28/1988","4",1,"","$585,000"
"48",97,"Jordan Phillips",23,"dt",15,4,334,"6-6","Oklahoma","9/21/1992","Rook",3,"Miami Dolphins / 2nd / 52nd pick / 2015","$793,256"
"49",51,"Mike Pouncey*",26,"C",14,14,311,"6-5","Florida","7/24/1989","4",7,"Miami Dolphins / 1st / 15th pick / 2011","$7,000,000"
"50",79,"Derrick Shelby",26,"DE",16,8,280,"6-3","Utah","3/4/1989","3",5,"","$2,356,000"
"51",52,"Kelvin Sheppard",27,"LB",16,14,246,"6-2","LSU","1/2/1988","4",6,"Buffalo Bills / 3rd / 68th pick / 2011","$2,000,000"
"52",80,"Dion Sims",24,"te",13,4,262,"6-5","Michigan St.","2/18/1991","2",1,"Miami Dolphins / 4th / 106th pick / 2013","$701,888"
"53",10,"Kenny Stills",23,"WR",16,8,194,"6-1","Oklahoma","4/22/1992","2",3,"New Orleans Saints / 5th / 144th pick / 2013","$585,000"
"54",86,"Jake Stoneburner",26,"te",11,1,249,"6-3","Ohio St.","8/25/1989","2",0,"","$480,000"
"55",93,"Ndamukong Suh",28,"DT",16,16,307,"6-4","Nebraska","1/6/1987","5",7,"Detroit Lions / 1st / 2nd pick / 2010","$6,100,000"
"56",17,"Ryan Tannehill",27,"QB",16,16,220,"6-4","Texas A&M","7/27/1988","3",11,"Miami Dolphins / 1st / 8th pick / 2012","$4,873,364"
"57",22,"Jamar Taylor",25,"cb",12,6,192,"5-11","Boise St.","9/29/1990","2",2,"Miami Dolphins / 2nd / 54th pick / 2013","$988,950"
"58",63,"Dallas Thomas",26,"LG",16,16,306,"6-5","Tennessee","10/30/1989","2",6,"Miami Dolphins / 3rd / 77th pick / 2013","$761,594"
"59",31,"Michael Thomas",26,"S",16,12,196,"5-11","Stanford","3/17/1989","2",4,"","$585,000"
"60",96,"Robert Thomas",24,"",1,0,325,"6-3","Arkansas","2/18/1991","1",0,"",""
"61",77,"Billy Turner",24,"RG",13,12,302,"6-5","North Dakota St.","10/17/1991","1",5,"Miami Dolphins / 3rd / 67th pick / 2014","$723,000"
"62",50,"Olivier Vernon",25,"DE",16,16,261,"6-2","Miami (FL)","10/7/1990","3",7,"Miami Dolphins / 3rd / 72nd pick / 2012","$1,701,520"
"63",49,"Zach Vigil",24,"lb",16,2,238,"6-2","Utah St.","3/28/1991","Rook",2,"","$438,333"
"64",91,"Cameron Wake",33,"de",7,7,236,"6-2","Penn St.","1/30/1982","6",3,"","$10,450,000"
"65",88,"Brandon Williams",28,"",4,0,255,"6-4","Joliet J.C.; Oregon","10/12/1987","2",0,"",""
"66",34,"Damien Williams",23,"",16,0,211,"5-11","Oklahoma","4/3/1992","1",1,"","$511,666"
"67",69,"Jordan Williams",22,"",1,0,287,"6-4","Tennessee","3/23/1993","Rook",0,"",""
"68",NA,"Team Total",25.6,"",16,NA,246.1,"6-2.1","","","2.8",NA,"",""
